System,ID,Title,Tags,Link
CASSANDRA,CASSANDRA-16261,[Prevent unbounded number of flushing tasks],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-16261
CASSANDRA,CASSANDRA-16380,[KeyCache load performance issue during startup],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-16380
CASSANDRA,CASSANDRA-16446,[Parent repair sessions leak may lead to node long pauses],"['sc-data', 'rc-logic-leak']",https://issues.apache.org/jira/browse/CASSANDRA-16446
CASSANDRA,CASSANDRA-16877,[High priority internode messages which exceed the large message threshold are dropped],"['sc-clus', 'rc-logic-corner']",https://issues.apache.org/jira/browse/CASSANDRA-16877
CASSANDRA,CASSANDRA-16904,[Check if size of object being added to RowCache and KeyCache is bigger than cache capacity],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/CASSANDRA-16904
CASSANDRA,CASSANDRA-17342,[Performance problem for node restart with incremental range repairs],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-17342
CASSANDRA,CASSANDRA-17691,[Gossip/Decommission tasklock contention on large clusters],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-17691
CASSANDRA,CASSANDRA-17787,[Full repair on a keyspace with a large amount of tables causes OOM],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-17787
CASSANDRA,CASSANDRA-18546,[Remove unnecessary shuffling of GossipDigests in Gossiper#makeRandomGossipDigest],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-18546
CASSANDRA,CASSANDRA-18773,[Compactions are slow],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-18773
CASSANDRA,CASSANDRA-19107,[Revert unnecessary read lock acquisition when reading ring version in TokenMetadata introduced in CASSANDRA-16286],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-19107
CASSANDRA,CASSANDRA-19336,[Repair causes out of memory],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-19336
CASSANDRA,CASSANDRA-19412,[delete useless collection:backPressureHosts in the sendToHintedReplicas to improve write performance],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-19412
CASSANDRA,CASSANDRA-19477,[Do not go to disk to get HintsStore.getTotalFileSize],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/CASSANDRA-19477
CASSANDRA,CASSANDRA-19534,[Unbounded queues in native transport requests lead to node instability],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-19534
CASSANDRA,CASSANDRA-13215,[Cassandra nodes startup time 20x more after upgarding to 3.x],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-13215
CASSANDRA,CASSANDRA-13948,[Reload compaction strategies when JBOD disk boundary changes],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-13948
CASSANDRA,CASSANDRA-9882,[DTCS (maybe other strategies) can block flushing when there are lots of sstables],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-9882
CASSANDRA,CASSANDRA-16201,[Reduce amount of allocations during batch statement execution],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-16201
CASSANDRA,CASSANDRA-15514,[Properly clean up DefaultSessionProvider#sessionCache when closing QueryReplayer],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/CASSANDRA-15514
CASSANDRA,CASSANDRA-15400,[Cassandra 3.0.18 went OOM several hours after joining a cluster],"['sc-clus', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/CASSANDRA-15400
CASSANDRA,CASSANDRA-15364,[Avoid over scanning data directories in LogFile.verify()],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-15364
CASSANDRA,CASSANDRA-15141,[Faster token ownership calculation for NetworkTopologyStrategy],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-15141
CASSANDRA,CASSANDRA-15013,[Prevent client requests from blocking on executor task queue],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-15013
CASSANDRA,CASSANDRA-14855,"[Message Flusher scheduling fell off the event loop, resulting in out of memory]","['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-14855
CASSANDRA,CASSANDRA-14840,[Bootstrap of new node fails with OOM in a large cluster],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-14840
CASSANDRA,CASSANDRA-14834,[Avoid keeping StreamingTombstoneHistogramBuilder.Spool in memory during the whole compaction],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/CASSANDRA-14834
CASSANDRA,CASSANDRA-14747,"[Evaluate 200 node, compression=none, encryption=none, coalescing=off]","['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-14747
CASSANDRA,CASSANDRA-14660,[Improve TokenMetaData cache populating performance for large cluster],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-14660
CASSANDRA,CASSANDRA-14239,[OutOfMemoryError when bootstrapping with less than 100GB RAM],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-14239
CASSANDRA,CASSANDRA-14096,[Cassandra 3.11.1 Repair Causes Out of Memory],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-14096
CASSANDRA,CASSANDRA-13993,[Add optional startup delay to wait until peers are ready],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/CASSANDRA-13993
CASSANDRA,CASSANDRA-13923,[Flushers blocked due to many SSTables],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-13923
CASSANDRA,CASSANDRA-13569,[Schedule schema pulls just once per endpoint],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-13569
CASSANDRA,CASSANDRA-13299,[Potential OOMs and lock contention in write path streams],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-13299
CASSANDRA,CASSANDRA-13065,[Skip building views during base table streams on range movements],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-13065
CASSANDRA,CASSANDRA-12281,[Gossip blocks on startup when there are pending range movements],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-12281
CASSANDRA,CASSANDRA-12245,[initial view build can be parallel],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-12245
CASSANDRA,CASSANDRA-11748,[Schema version mismatch may lead to Casandra OOM at bootstrap during a rolling upgrade process],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-11748
CASSANDRA,CASSANDRA-10654,[Make MV streaming rebuild parallel],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-10654
CASSANDRA,CASSANDRA-9258,[Range movement causes CPU & performance impact],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-9258
CASSANDRA,CASSANDRA-8550,[Internal pagination in CQL3 index queries creating substantial overhead],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-8550
CASSANDRA,CASSANDRA-8457,[nio MessagingService],"['sc-clus', 'rc-unbound-os']",https://issues.apache.org/jira/browse/CASSANDRA-8457
CASSANDRA,CASSANDRA-8329,[LeveledCompactionStrategy should split large files across data directories when compacting],"['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/CASSANDRA-8329
CASSANDRA,CASSANDRA-8269,[Large number of system hints & other CF's cause heap to fill and run OOM],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-8269
CASSANDRA,CASSANDRA-8028,[Unable to compute when histogram overflowed],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/CASSANDRA-8028
CASSANDRA,CASSANDRA-7758,[Some gossip messages are very slow to process on vnode clusters],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-7758
CASSANDRA,CASSANDRA-6569,[Batchlog replays copy the entire batchlog table into the heap],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-6569
CASSANDRA,CASSANDRA-6496,[Endless L0 LCS compactions],"['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/CASSANDRA-6496
CASSANDRA,CASSANDRA-6488,[Batchlog writes consume unnecessarily large amounts of CPU on vnodes clusters],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-6488
CASSANDRA,CASSANDRA-6485,[NPE in calculateNaturalEndpoints],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/CASSANDRA-6485
CASSANDRA,CASSANDRA-6409,[gossip performance improvement at node startup],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-6409
CASSANDRA,CASSANDRA-6345,[Endpoint cache invalidation causes CPU spike (on vnode rings?)],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-6345
CASSANDRA,CASSANDRA-6297,[Gossiper blocks when updating tokens and turns node down],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/CASSANDRA-6297
CASSANDRA,CASSANDRA-6268,[Poor performance of Hadoop if any DC is using VNodes],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/CASSANDRA-6268
CASSANDRA,CASSANDRA-6127,[vnodes don't scale to hundreds of nodes],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-6127
CASSANDRA,CASSANDRA-5982,[OutOfMemoryError when writing text blobs to a very large number of tables],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/CASSANDRA-5982
CASSANDRA,CASSANDRA-5719,[Expire entries out of ThriftSessionManager],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/CASSANDRA-5719
CASSANDRA,CASSANDRA-5529,[thrift_max_message_length_in_mb makes long-lived connections error out],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/CASSANDRA-5529
CASSANDRA,CASSANDRA-5506,[Reduce memory consumption of IndexSummary],"['sc-data', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/CASSANDRA-5506
CASSANDRA,CASSANDRA-5456,[Large number of bootstrapping nodes cause gossip to stop working],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/CASSANDRA-5456
CASSANDRA,CASSANDRA-5222,[OOM Exception during repair session with LeveledCompactionStrategy],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/CASSANDRA-5222
CASSANDRA,CASSANDRA-5220,[Repair improvements when using vnodes],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-5220
CASSANDRA,CASSANDRA-4316,[Compaction Throttle too bursty with large rows],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/CASSANDRA-4316
CASSANDRA,CASSANDRA-4142,[OOM Exception during repair session with LeveledCompactionStrategy],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/CASSANDRA-4142
CASSANDRA,CASSANDRA-3881,[reduce computational complexity of processing topology changes],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-3881
CASSANDRA,CASSANDRA-3831,[scaling to large clusters in GossipStage impossible due to calculatePendingRanges ],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/CASSANDRA-3831
MAPREDUCE,MAPREDUCE-7261,[Memory efficiency in speculator],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-7261
MAPREDUCE,MAPREDUCE-7241,[FileInputFormat listStatus with less memory footprint],"['sc-load', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/MAPREDUCE-7241
MAPREDUCE,MAPREDUCE-7185,[Parallelize part files move in FileOutputCommitter],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-7185
MAPREDUCE,MAPREDUCE-7150,[Optimize collections used by MR JHS to reduce its memory],"['sc-clus', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/MAPREDUCE-7150
MAPREDUCE,MAPREDUCE-7094,"[LocalDistributedCacheManager leaves classloaders open, which leaks FDs]","['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-7094
MAPREDUCE,MAPREDUCE-7029,[FileOutputCommitter is slow on filesystems lacking recursive delete],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-7029
MAPREDUCE,MAPREDUCE-6763,[Shuffle server listen queue is too small],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/MAPREDUCE-6763
MAPREDUCE,MAPREDUCE-6724,[Single shuffle to memory must not exceed Integer#MAX_VALUE],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/MAPREDUCE-6724
MAPREDUCE,MAPREDUCE-6689,[MapReduce job can infinitely increase number of reducer resource requests],"['sc-fail', 'rc-logic-race']",https://issues.apache.org/jira/browse/MAPREDUCE-6689
MAPREDUCE,MAPREDUCE-6684,[High contention on scanning of user directory under immediate_done in Job History Server],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/MAPREDUCE-6684
MAPREDUCE,MAPREDUCE-6628,[Potential memory leak in CryptoOutputStream],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-6628
MAPREDUCE,MAPREDUCE-6622,[Add capability to set JHS job cache to a task-based limit],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/MAPREDUCE-6622
MAPREDUCE,MAPREDUCE-6107,[Job history server becomes unresponsive due to stuck thread in epollWait],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/MAPREDUCE-6107
MAPREDUCE,MAPREDUCE-5791,[Shuffle phase is slow in Windows - FadviseFileRegion::transferTo does not read disks efficiently],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-5791
MAPREDUCE,MAPREDUCE-5689,[MRAppMaster does not preempt reducers when scheduled maps cannot be fulfilled],"['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/MAPREDUCE-5689
MAPREDUCE,MAPREDUCE-5617,[map task is not re-launched when the task is failed while reducers are running with full cluster capacity - which will lead to job hang],"['sc-load', 'rc-logic-race']",https://issues.apache.org/jira/browse/MAPREDUCE-5617
MAPREDUCE,MAPREDUCE-5601,[ShuffleHandler fadvises file regions as DONTNEED even when fetch fails],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/MAPREDUCE-5601
MAPREDUCE,MAPREDUCE-5510,"[Root queue is full, leads to a job hung, it's reduces started,but some maps is pending]","['sc-load', 'rc-logic-race']",https://issues.apache.org/jira/browse/MAPREDUCE-5510
MAPREDUCE,MAPREDUCE-5508,[JobTracker memory leak caused by unreleased FileSystem objects in JobInProgress#cleanupJob],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-5508
MAPREDUCE,MAPREDUCE-5402,[DynamicInputFormat should allow overriding of MAX_CHUNKS_TOLERABLE],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-5402
MAPREDUCE,MAPREDUCE-5168,[Reducer can OOM during shuffle because on-disk output stream not released],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-5168
MAPREDUCE,MAPREDUCE-5124,[AM lacks flow control for task events],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/MAPREDUCE-5124
MAPREDUCE,MAPREDUCE-5043,[Fetch failure processing can cause AM event queue to backup and eventually OOM],"['sc-fail', 'rc-compute-app']",https://issues.apache.org/jira/browse/MAPREDUCE-5043
MAPREDUCE,MAPREDUCE-5027,[Shuffle does not limit number of outstanding connections],"['sc-load', 'rc-unbound-os']",https://issues.apache.org/jira/browse/MAPREDUCE-5027
MAPREDUCE,MAPREDUCE-4946,[Type conversion of map completion events leads to performance problems with large jobs],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/MAPREDUCE-4946
MAPREDUCE,MAPREDUCE-4817,[Hardcoded task ping timeout kills tasks localizing large amounts of data],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-4817
MAPREDUCE,MAPREDUCE-4815,[FileOutputCommitter.commitJob can be very slow for jobs with many output files],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-4815
MAPREDUCE,MAPREDUCE-4730,[AM crashes due to OOM while serving up map task completion events],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/MAPREDUCE-4730
MAPREDUCE,MAPREDUCE-4576,[Large dist cache can block tasktracker heartbeat],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/MAPREDUCE-4576
MAPREDUCE,MAPREDUCE-4379,[Node Manager throws java.lang.OutOfMemoryError: Java heap space due to org.apache.hadoop.fs.LocalDirAllocator.contexts],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/MAPREDUCE-4379
MAPREDUCE,MAPREDUCE-3713,[Incorrect headroom reported to jobs],"['sc-load', 'rc-logic-race']",https://issues.apache.org/jira/browse/MAPREDUCE-3713
MAPREDUCE,MAPREDUCE-3711,[AppMaster recovery for Medium to large jobs take long time],"['sc-fail', 'rc-compute-cross']",https://issues.apache.org/jira/browse/MAPREDUCE-3711
MAPREDUCE,MAPREDUCE-3567,[Extraneous JobConf objects in AM heap],"['sc-load', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/MAPREDUCE-3567
MAPREDUCE,MAPREDUCE-3511,[Counters occupy a good part of AM heap],"['sc-load', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/MAPREDUCE-3511
MAPREDUCE,MAPREDUCE-2947,[Sort fails on YARN+MR with lots of task failures],"['sc-fail', 'rc-logic-race']",https://issues.apache.org/jira/browse/MAPREDUCE-2947
KAFKA,KAFKA-10901,[Lock contention on high produce rate causing cluster degregation],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-10901
KAFKA,KAFKA-12225,[Unexpected broker bottleneck when scaling producers],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-12225
KAFKA,KAFKA-12258,[Change the BatchAccumulator to split records into batches],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/KAFKA-12258
KAFKA,KAFKA-12731,[High number of rebalances lead to GC Overhead limit exceeded JVM crash],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-12731
KAFKA,KAFKA-12804,[In-Memory state store backed by InMemoryKeyValueStore is slow due to synchronizing reads/writes using a single lock.],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-12804
KAFKA,KAFKA-12868,[log cleaner failed with java.lang.ArrayIndexOutOfBoundsException: -2147483648],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/KAFKA-12868
KAFKA,KAFKA-12946,[__consumer_offsets topic with very big partitions],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/KAFKA-12946
KAFKA,KAFKA-13007,[KafkaAdminClient getListOffsetsCalls builds cluster snapshot for every topic partition],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/KAFKA-13007
KAFKA,KAFKA-13134,[Heartbeat Request high lock contention],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-13134
KAFKA,KAFKA-13135,[Reduce GroupMetadata lock contention for offset commit requests],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-13135
KAFKA,KAFKA-13280,[Avoid O(N) behavior in KRaftMetadataCache#topicNamesToIds],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-13280
KAFKA,KAFKA-14168,[Constant memory usage increase],"['sc-clus', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-14168
KAFKA,KAFKA-14715,[Reduce Fetcher#parseRecord() memory copy],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-14715
KAFKA,KAFKA-14878,[Reduce assignment data size to improve Kafka Consumer scalability],"['sc-clus', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-14878
KAFKA,KAFKA-14928,[Metrics collection contends on lock with log cleaning],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-14928
KAFKA,KAFKA-14944,[Reduce CompletedFetch#parseRecord() memory copy],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-14944
KAFKA,KAFKA-14945,[Add Serializer#serializeToByteBuffer() to reduce memory copying],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-14945
KAFKA,KAFKA-15046,[Produce performance issue under high disk load],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-15046
KAFKA,KAFKA-15139,[Optimize the performance of `Set.removeAll(List)` in `MirrorCheckpointConnector`],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-15139
KAFKA,KAFKA-15173,[Consumer event queues should be bounded],"['sc-load', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-15173
KAFKA,KAFKA-15587,[Limit the number of records per batch in GroupCoordinatorShard#cleanupGroupMetadata],"['sc-clus', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/KAFKA-15587
KAFKA,KAFKA-15873,[Improve the performance of the DescribeTopicPartitions API],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/KAFKA-15873
KAFKA,KAFKA-15884,[Reduce lock contention when cleaning topics],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-15884
KAFKA,KAFKA-16284,[Performance regression in RocksDB],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-16284
KAFKA,KAFKA-10846,[FileStreamSourceTask buffer can grow without bound],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-10846
KAFKA,KAFKA-9393,[DeleteRecords may cause extreme lock contention for large partition directories],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-9393
KAFKA,KAFKA-8736,[Performance: ThreadCache uses size() for empty cache check],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-8736
KAFKA,KAFKA-7142,[Rebalancing large consumer group can block the coordinator broker for several seconds],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/KAFKA-7142
KAFKA,KAFKA-6134,[High memory usage on controller during partition reassignment],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/KAFKA-6134
KAFKA,KAFKA-5642,[Use async ZookeeperClient in Controller],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-5642
KAFKA,KAFKA-5345,[Some socket connections not closed after restart of Kafka Streams],"['sc-fail', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-5345
KAFKA,KAFKA-5250,[handleFetchRequest should do down conversion after throttling],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-5250
KAFKA,KAFKA-4851,[SessionStore.fetch(key) is a performance bottleneck],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/KAFKA-4851
KAFKA,KAFKA-4469,[Consumer throughput regression caused by inefficient list removal and copy],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-4469
KAFKA,KAFKA-4444,[Aggregate requests sent from controller to broker during controlled shutdown],"['sc-clus', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/KAFKA-4444
KAFKA,KAFKA-4415,[Reduce time to create and send MetadataUpdateRequest],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/KAFKA-4415
KAFKA,KAFKA-3933,[Kafka OOM During Log Recovery Due to Leaked Native Memory],"['sc-data', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-3933
KAFKA,KAFKA-3904,[File descriptor leaking (Too many open files) for long running stream process],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-3904
KAFKA,KAFKA-3773,[SocketServer inflightResponses collection leaks memory on client disconnect],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-3773
KAFKA,KAFKA-3619,[State lock file handle leaks],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-3619
KAFKA,KAFKA-1952,[High CPU Usage in 0.8.2 release],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/KAFKA-1952
KAFKA,KAFKA-1567,[Metric memory leaking after closing the clients],"['sc-clus', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-1567
