System,ID,Title,Tags,Link
KAFKA,KAFKA-1041,[Number of file handles increases indefinitely in producer if broker host is unresolvable],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-1041
KAFKA,KAFKA-1017,[High number of open file handles in 0.8 producer],"['sc-load', 'rc-unbound-os']",https://issues.apache.org/jira/browse/KAFKA-1017
KAFKA,KAFKA-936,[Kafka Metrics Memory Leak],"['sc-clus', 'rc-logic-leak']",https://issues.apache.org/jira/browse/KAFKA-936
STORM,STORM-3256,"[If all thread counts exceed 32767, the system will generate errors]","['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/STORM-3256
STORM,STORM-3073,[In some cases workers may crash because pendingEmits is full],"['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/STORM-3073
STORM,STORM-2853,[Deactivated topologies cause high cpu utilization],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/STORM-2853
STORM,STORM-2786,[Ackers leak tracking info on failure and lots of other cases.],"['sc-fail', 'rc-logic-leak']",https://issues.apache.org/jira/browse/STORM-2786
STORM,STORM-2764,[HDFSBlobStore leaks file system objects],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/STORM-2764
STORM,STORM-2751,[Remove AsyncLoggingContext from Supervisor],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/STORM-2751
STORM,STORM-2733,[Make Load Aware Shuffle much better at really bad situations],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/STORM-2733
STORM,STORM-2423,[Join Bolt : Use explicit instead of default window anchoring of emitted tuples],"['sc-load', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/STORM-2423
STORM,STORM-2422,[Serialized Trident topology size does not grow linerarly],"['sc-clus', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/STORM-2422
STORM,STORM-2122,[Supervisor V2 can use a lot more memory],"['sc-clus', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/STORM-2122
STORM,STORM-2042,[Nimbus client connections not closed properly causing connection leaks],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/STORM-2042
STORM,STORM-1954,[Large Trident topologies can cause memory issues due to DefaultResourceDeclarer object reading config],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/STORM-1954
STORM,STORM-387,[Memory leak in worker],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/STORM-387
STORM,STORM-339,[Severe memory leak to OOM when ackers disabled],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/STORM-339
STORM,STORM-297,[Storm Performance cannot be scaled up by adding more CPU cores],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/STORM-297
IGNITE,IGNITE-18204,[Start RAFT groups of table partitions in parallel],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/IGNITE-18204
IGNITE,IGNITE-14076,[Significant performance degradation in transactional cache with a large number of keys enlisted.],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/IGNITE-14076
IGNITE,IGNITE-16760,[Performance degradation of IgniteTables#tables after configuration changes],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/IGNITE-16760
IGNITE,IGNITE-16866,[Integer value is out of bounds when the dataregion maxSize is large enough],"['sc-clus', 'rc-logic-corner']",https://issues.apache.org/jira/browse/IGNITE-16866
IGNITE,IGNITE-17591,[Refactor toString generation for network messages],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/IGNITE-17591
IGNITE,IGNITE-19275,[Creation of big amount of tables throws exception],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/IGNITE-19275
IGNITE,IGNITE-19818,[Calcite engine. Query planning failed when cache size is too big],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/IGNITE-19818
IGNITE,IGNITE-20291,[Possible memory leak in StreamerBuffer],"['sc-data', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-20291
IGNITE,IGNITE-21082,[Ignite Extensions: Excessive memory usage by performance statistics QueryHandler],"['sc-data', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-21082
IGNITE,IGNITE-14003,[OOM on creating rebalance iterator while rebalancing cache with large values],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/IGNITE-14003
IGNITE,IGNITE-12350,[MVCC activated and causing memory leak (OOM) despite no mvccEnabled caches],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-12350
IGNITE,IGNITE-12292,[Java thin client: In some cases txId intersection (tx started on different nodes) leads to errors],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-12292
IGNITE,IGNITE-12255,[Cache affinity fetching and calculation on client nodes may be broken in some cases],"['sc-load', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-12255
IGNITE,IGNITE-12189,[Implement correct limit for TextQuery],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/IGNITE-12189
IGNITE,IGNITE-12087,[Transactional putAll - significant performance drop on big batches of entries.],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/IGNITE-12087
IGNITE,IGNITE-12042,[Atempt to remove entries from fully populated data region may result in IgineOutOfMemoryException],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/IGNITE-12042
IGNITE,IGNITE-11755,[Memory leak H2 connections at the ConnectionManager#detachedConns],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-11755
IGNITE,IGNITE-11754,[Memory leak on the GridCacheTxFinishSync#threadMap],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-11754
IGNITE,IGNITE-11654,[ML: Memory leak in KNNClassificationModel],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-11654
IGNITE,IGNITE-11641,[Server node copies a lot of WAL files in WAL archive after restart],"['sc-load', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/IGNITE-11641
IGNITE,IGNITE-11524,[Memory leak caused by executing a jdbc prepared statement],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-11524
IGNITE,IGNITE-10823,[Close all open cursors for running queries on Ignite stop],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-10823
IGNITE,IGNITE-9657,[socket leak in TcpDiscoverySpi],"['sc-clus', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-9657
IGNITE,IGNITE-9196,[SQL: Memory leak in MapNodeResults],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-9196
IGNITE,IGNITE-8681,[Using ExpiryPolicy with persistence causes significant slowdown.],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/IGNITE-8681
IGNITE,IGNITE-8657,[Simultaneous start of bunch of client nodes may lead to some clients hangs],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-8657
IGNITE,IGNITE-8252,[NullPointerException is thrown during parallel massive start of nodes],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-8252
IGNITE,IGNITE-6334,[Throttle writing threads during ongoing checkpoint with token bucket algorithm],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/IGNITE-6334
IGNITE,IGNITE-6124,[Try merge multiple exchanges into one],"['sc-fail', 'rc-compute-cross']",https://issues.apache.org/jira/browse/IGNITE-6124
IGNITE,IGNITE-6019,[SQL: client node should not hold the whole data set in-memory when possible],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/IGNITE-6019
IGNITE,IGNITE-5943,[Communication. Server node may reject client connection during massive clients join],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-5943
IGNITE,IGNITE-5593,[Affinity change message leak on massive topology updates],"['sc-clus', 'rc-logic-race']",https://issues.apache.org/jira/browse/IGNITE-5593
IGNITE,IGNITE-5578,[Discovery events coalescing],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/IGNITE-5578
IGNITE,IGNITE-5569,[TCP Discovery SPI allows multiple NODE_JOINED / NODE_FAILED leading to a cluster DDoS],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/IGNITE-5569
IGNITE,IGNITE-5552,[ServiceProcessor recalculates all service assignments even if there is a pending topology change],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/IGNITE-5552
IGNITE,IGNITE-5521,[Large near caches lead to cluster instability with metrics enabled],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/IGNITE-5521
IGNITE,IGNITE-5100,[Exchange queue is not used properly],"['sc-clus', 'rc-logic-corner']",https://issues.apache.org/jira/browse/IGNITE-5100
IGNITE,IGNITE-5093,[Better heap usage during exchange on large topologies and cache numbers/partitions.],"['sc-clus', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/IGNITE-5093
IGNITE,IGNITE-5068,[Redesign GridDhtPartitionTopologyImpl.part2node map to store only diff from affinity assignment],"['sc-clus', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/IGNITE-5068
IGNITE,IGNITE-4712,[Memory leaks in PageMemory],"['sc-data', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-4712
IGNITE,IGNITE-4552,[Optimize GridDhtLocalPartition.rmvQueue],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/IGNITE-4552
IGNITE,IGNITE-3090,[Memory leak in IgniteH2Indexing prepared statements cache],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/IGNITE-3090
IGNITE,IGNITE-3018,[Cache affinity calculation is slow with large nodes number],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/IGNITE-3018
IGNITE,IGNITE-2951,[Cluster is unstable when there are more than 500 clients],"['sc-load', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/IGNITE-2951
IGNITE,IGNITE-1837,[Rebalancing on a big cluster (30 nodes and more)],"['sc-clus', 'rc-compute-app']",https://issues.apache.org/jira/browse/IGNITE-1837
HBASE,HBASE-24211,[Create table is slow in large cluster when AccessController is enabled.],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-24211
HBASE,HBASE-24791,[Improve HFileOutputFormat2 to avoid always call getTableRelativePath method],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-24791
HBASE,HBASE-24925,[SCP reduce unnecessary get requests],"['sc-data', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-24925
HBASE,HBASE-25510,[Optimize TableName.valueOf from O(n) to O(1).  We can get benefits when the number of tables in the cluster is greater than dozens],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/HBASE-25510
HBASE,HBASE-25857,[HBase bulk import fails with exitCode -100],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-25857
HBASE,HBASE-26017,[hbase performance evaluation tool  could not support datasize more than 2048g],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/HBASE-26017
HBASE,HBASE-27826,[Region split and merge time while offline is O(n) with respect to number of store files],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/HBASE-27826
HBASE,HBASE-23679,[FileSystem instance leaks due to bulk loads with Kerberos enabled],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-23679
HBASE,HBASE-23601,[OutputSink.WriterThread exception gets stuck and repeated indefinietly],"['sc-fail', 'rc-logic-leak']",https://issues.apache.org/jira/browse/HBASE-23601
HBASE,HBASE-16165,[Decrease RpcServer.callQueueSize before writeResponse causes OOM],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-16165
HBASE,HBASE-12394,[Support multiple regions as input to each mapper in map/reduce jobs],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-12394
HBASE,HBASE-12139,[StochasticLoadBalancer doesn't work on large lightly loaded clusters],"['sc-clus', 'rc-logic-corner']",https://issues.apache.org/jira/browse/HBASE-12139
HBASE,HBASE-11747,[ClusterStatus is too bulky ],"['sc-clus', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/HBASE-11747
HBASE,HBASE-11544,[[Ergonomics] hbase.client.scanner.caching is dogged and will try to return batch even if it means OOME],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-11544
HBASE,HBASE-11368,[Multi-column family BulkLoad fails if compactions go on too long],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-11368
HBASE,HBASE-11290,[Unlock RegionStates],"['sc-clus', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-11290
HBASE,HBASE-10792,[RingBufferTruck does not release its payload],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-10792
HBASE,HBASE-10501,[Improve IncreasingToUpperBoundRegionSplitPolicy to avoid too many regions],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/HBASE-10501
HBASE,HBASE-10470,[Import generates huge log file while importing large amounts of data],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-10470
HBASE,HBASE-10312,[Flooding the cluster with administrative actions leads to collapse],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-10312
HBASE,HBASE-10209,[Speed region assign in failover],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-10209
HBASE,HBASE-9775,[Client write path perf issues],"['sc-load', 'rc-logic-corner']",https://issues.apache.org/jira/browse/HBASE-9775
HBASE,HBASE-9467,[write can be totally blocked temporarily by a write-heavy region],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-9467
HBASE,HBASE-9377,"[Backport HBASE- 9208 ""ReplicationLogCleaner slow at large scale""]","['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-9377
HBASE,HBASE-9208,[ReplicationLogCleaner slow at large scale],"['sc-clus', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-9208
HBASE,HBASE-8778,[Region assigments scan table directory making them slow for huge tables],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-8778
HBASE,HBASE-7220,[Creating a table with 3000 regions on 2 nodes fails after 1 hour],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-7220
HBASE,HBASE-6728,[[89-fb] prevent OOM possibility due to per connection responseQueue being unbounded],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-6728
HBASE,HBASE-6727,[[89-fb] allow HBaseServers's callqueue to be better configurable to avoid OOMs],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-6727
HBASE,HBASE-6423,[Writes should not block reads on blocking updates to memstores],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-6423
HBASE,HBASE-6103,[Optimize the HBaseServer to deserialize the data for each ipc connection in parallel],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/HBASE-6103
HBASE,HBASE-6018,[hbck fails with a RejectedExecutionException when >50 regions present],"['sc-clus', 'rc-logic-corner']",https://issues.apache.org/jira/browse/HBASE-6018
HBASE,HBASE-5712,[Parallelize load of .regioninfo files in diagnostic/repair portion of hbck.],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-5712
HBASE,HBASE-5190,[Limit the IPC queue size based on calls' payload size],"['sc-data', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/HBASE-5190
HBASE,HBASE-4863,[Make Thrift server thread pool bounded and add a command-line UI test],"['sc-load', 'rc-unbound-os']",https://issues.apache.org/jira/browse/HBASE-4863
HBASE,HBASE-4742,[Split dead server's log in parallel],"['sc-fail', 'rc-compute-cross']",https://issues.apache.org/jira/browse/HBASE-4742
SPARK,SPARK-30964,[Accelerate InMemoryStore with a new index],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-30964
SPARK,SPARK-42162,[Memory usage on executors increased drastically for a complex query with large number of addition operations],"['sc-load', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-42162
SPARK,SPARK-48967,"[Improve performance and memory footprint of ""INSERT INTO ... VALUES"" Statements]","['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-48967
SPARK,SPARK-36733,[Perf issue in SchemaPruning when a struct has many fields],"['sc-load', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-36733
SPARK,SPARK-47818,[Introduce plan cache in SparkConnectPlanner to improve performance of Analyze requests],"['sc-load', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-47818
SPARK,SPARK-38406,[Improve perfermance of ShufflePartitionsUtil createSkewPartitionSpecs],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-38406
SPARK,SPARK-30751,[Combine the skewed readers into one in AQE skew join optimizations],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-30751
SPARK,SPARK-47836,[Performance problem with QuantileSummaries],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-47836
SPARK,SPARK-34989,[Improve the performance of mapChildren and withNewChildren methods],"['sc-load', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-34989
SPARK,SPARK-43043,[Improve the performance of MapOutputTracker.updateMapOutput],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-43043
SPARK,SPARK-30735,[Improving writing performance by adding repartition based on columns to partitionBy for DataFrameWriter],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/SPARK-30735
SPARK,SPARK-30511,[Spark marks intentionally killed speculative tasks as pending leads to holding idle executors],"['sc-fail', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/SPARK-30511
SPARK,SPARK-30429,[WideSchemaBenchmark fails with OOM],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/SPARK-30429
SPARK,SPARK-30379,[Avoid OOM when using collection accumulator],"['sc-load', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/SPARK-30379
SPARK,SPARK-30246,[Spark on Yarn External Shuffle Service Memory Leak],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-30246
SPARK,SPARK-29938,[Add batching in alter table add partition flow],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-29938
SPARK,SPARK-29911,[Cache table may memory leak when session closed],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-29911
SPARK,SPARK-29423,[leak on org.apache.spark.sql.execution.streaming.StreamingQueryListenerBus],"['sc-load', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/SPARK-29423
SPARK,SPARK-29351,[Avoid full synchronization in ShuffleMapStage],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/SPARK-29351
SPARK,SPARK-29048,[Query optimizer slow when using Column.isInCollection() with a large size collection],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-29048
SPARK,SPARK-28761,[spark.driver.maxResultSize only applies to compressed data],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-28761
SPARK,SPARK-28709,[Memory leaks after stopping of StreamingContext],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-28709
SPARK,SPARK-28607,[Don't hold a reference to two partitionLengths arrays],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/SPARK-28607
SPARK,SPARK-28081,[word2vec 'large' count value too low for very large corpora],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/SPARK-28081
SPARK,SPARK-28062,[HuberAggregator copies coefficients vector every time an instance is added],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-28062
SPARK,SPARK-28025,[HDFSBackedStateStoreProvider should not leak .crc files],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-28025
SPARK,SPARK-27818,[Spark Structured Streaming executors fails with OutOfMemoryError due to KafkaMbeans],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-27818
SPARK,SPARK-27801,[InMemoryFileIndex.listLeafFiles should use listLocatedStatus for DistributedFileSystem],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/SPARK-27801
SPARK,SPARK-27588,[Fail fast if binary file data source will load a file that is bigger than 2GB],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-27588
SPARK,SPARK-27275,[Potential corruption in EncryptedMessage.transferTo],"['sc-data', 'rc-logic-corner']",https://issues.apache.org/jira/browse/SPARK-27275
SPARK,SPARK-27105,[Prevent exponential complexity in ORC `createFilter`],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-27105
SPARK,SPARK-27100,[Use `Array` instead of `Seq` in `FilePartition` to prevent StackOverflowError],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/SPARK-27100
SPARK,SPARK-27070,[DefaultPartitionCoalescer can lock up driver for hours],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-27070
SPARK,SPARK-26734,[StackOverflowError on WAL serialization caused by large receivedBlockQueue],"['sc-load', 'rc-compute-cross']",https://issues.apache.org/jira/browse/SPARK-26734
SPARK,SPARK-26674,[Consolidate CompositeByteBuf when reading large frame],"['sc-data', 'rc-bloat-waste']",https://issues.apache.org/jira/browse/SPARK-26674
SPARK,SPARK-26312,[Converting converters in RDDConversions into arrays to improve their access performance],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/SPARK-26312
SPARK,SPARK-26103,[OutOfMemory error with large query plans],"['sc-data', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/SPARK-26103
SPARK,SPARK-25947,[Reduce memory usage in ShuffleExchangeExec by selecting only the sort columns],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-25947
SPARK,SPARK-25449,[Don't send zero accumulators in heartbeats],"['sc-clus', 'rc-bloat-opt']",https://issues.apache.org/jira/browse/SPARK-25449
SPARK,SPARK-25181,[Block Manager master and slave thread pools are unbounded],"['sc-load', 'rc-unbound-os']",https://issues.apache.org/jira/browse/SPARK-25181
SPARK,SPARK-21958,[Attempting to save large Word2Vec model hangs driver in constant GC],"['sc-data', 'rc-unbound-temporary']",https://issues.apache.org/jira/browse/SPARK-21958
SPARK,SPARK-17455,[IsotonicRegression takes non-polynomial time for some inputs],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-17455
SPARK,SPARK-16440,[Undeleted broadcast variables in Word2Vec causing OoM for long runs],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/SPARK-16440
SPARK,SPARK-12616,[Union logical plan should support arbitrary number of children (rather than binary)],"['sc-data', 'rc-compute-app']",https://issues.apache.org/jira/browse/SPARK-12616
YARN,YARN-10739,[GenericEventHandler.printEventQueueDetails causes RM recovery to take too much time],"['sc-load', 'rc-unbound-persistent']",https://issues.apache.org/jira/browse/YARN-10739
YARN,YARN-9974,[Large diagnostics may cause RM recover fail],"['sc-data', 'rc-compute-cross']",https://issues.apache.org/jira/browse/YARN-9974
YARN,YARN-9861,"[The ResourceManager log reports an error ""Too many open files"", the analysis is related to the service]","['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/YARN-9861
YARN,YARN-9858,[Optimize RMContext getExclusiveEnforcedPartitions],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/YARN-9858
YARN,YARN-9565,[RMAppImpl#ranNodes not cleared on FinalTransition],"['sc-load', 'rc-logic-leak']",https://issues.apache.org/jira/browse/YARN-9565
YARN,YARN-9508,[YarnConfiguration areNodeLabel enabled is costly in allocation flow],"['sc-load', 'rc-compute-sync']",https://issues.apache.org/jira/browse/YARN-9508
